model,sample_id,input,expected,prediction,score_accuracy
openai_gpt-5,college_mathematics_36,"Question: Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ?
A. y = 2x + 1
B. y = 2x
C. y = x + 2
D. y = x + 1
Answer:",y = 2x + 1,Answer: A. y = 2x + 1,1.0
openai_gpt-5,college_mathematics_12,"Question: Let V and W be 4-dimensional subspaces of a 7-dimensional vector space X. Which of the following CANNOT be the dimension of the subspace V intersect W?
A. 0
B. 1
C. 2
D. 3
Answer:",0,"A. 0

Reason: dim(V ∩ W) ≥ dim(V) + dim(W) − dim(X) = 4 + 4 − 7 = 1, so 0 is impossible.",1.0
openai_gpt-5,college_mathematics_23,"Question: A six-sided die (whose faces are numbered 1 through 6, as usual) is known to be counterfeit: The probability of rolling any even number is twice the probability of rolling any odd number. What is the probability that if this die is thrown twice, the first roll will be a 5 and the second roll will be a 6?
A. 2/81
B. 1/18
C. 2/27
D. 1/9
Answer:",2/81,"Answer: A. 2/81

Reason: Let p be the probability of any odd number; then any even number has probability 2p. With three odds and three evens: 3p + 3(2p) = 9p = 1, so p = 1/9 and each even is 2/9. Thus P(first 5, then 6) = (1/9)·(2/9) = 2/81.",1.0
openai_gpt-5,college_mathematics_85,"Question: If A is a subset of the real line R and A contains each rational number, which of the following must be true?
A. If A is open, then A = R.
B. If A is closed, then A = R.
C. If A is uncountable, then A = R.
D. If A is uncountable, then A is open.
Answer:","If A is closed, then A = R.","Answer: B

- A is false: Example A = R \ {√2} is open, contains all rationals, but A ≠ R.
- B is true: The closure of Q is R. Any closed set containing Q must contain cl(Q) = R, hence equals R.
- C is false: A = Q ∪ Cantor set is uncountable, contains all rationals, but A ≠ R.
- D is false: The same A = Q ∪ Cantor set is uncountable but not open.",1.0
openai_gpt-5,college_mathematics_66,"Question: What is the minimum value of the expression x + 4z as a function defined on R^3, subject to the constraint x^2 + y^2 + z^2 <= 2?
A. 0
B. -2
C. -sqrt(34)
D. -sqrt(35)
Answer:",-sqrt(34),"C. -sqrt(34)

Reason: Minimize the linear function x + 4z over the ball x^2 + y^2 + z^2 ≤ 2. By Cauchy–Schwarz, the minimum is -||(1,0,4)|| · √2 = -√17 · √2 = -√34.",1.0
openai_gpt-5,college_mathematics_61,"Question: A university’s mathematics department has 10 professors and will offer 20 different courses next semester. Each professor will be assigned to teach exactly 2 of the courses, and each course will have exactly one professor assigned to teach it. If any professor can be assigned to teach any course, how many different complete assignments of the 10 professors to the 20 courses are possible?
A. 20!/2^(10)
B. 10!/2^9
C. 10^(20) - 2^(10)
D. 10^(20) - 100
Answer:",20!/2^(10),"Answer: A

Reason: Assign 2 distinct courses to each of the 10 labeled professors. The number of ways to distribute 20 distinct courses into 10 labeled groups of size 2 is 20! / (2!)^10 = 20!/2^10.",1.0
openai_gpt-5,college_mathematics_40,"Question: If f(z) is an analytic function that maps the entire finite complex plane into the real axis, then the imaginary axis must be mapped onto
A. the entire real axis
B. a point
C. a ray
D. an open finite interval
Answer:",a point,"B. a point

Reason: An entire analytic function whose values lie in the real axis must be constant (by the Open Mapping Theorem or Cauchy–Riemann equations), so every subset, including the imaginary axis, maps to that single constant real value.",1.0
openai_gpt-5,college_mathematics_60,"Question: How many real roots does the polynomial 2x^5 + 8x - 7 have?
A. None
B. One
C. Two
D. Three
Answer:",One,B. One,1.0
openai_gpt-5,college_mathematics_18,"Question: Let X be a topological space, and let A, B, and C be nonempty subsets of X such that A c B c C; that is, A is a proper subset of B, and B is a proper subset of C. Which of the following statements is (are) true?
I. If A and C are connected, then B is connected.
II. If A and C are compact, then B is compact.
III. If A and C are Hausdorff, then B is Hausdorff.
A. I and II only
B. III only
C. I and III only
D. I, II, and III
Answer:","I, II, and III","B. III only

- I is false: In R, let C = [0,2] (connected), B = [0,1) ∪ (1,2] (disconnected), and A = {0} (connected). Then A ⊂ B ⊂ C but B is not connected.
- II is false: In R, let C = [0,1] (compact), B = (0,1) (not compact), and A = {1/2} (compact). Then A ⊂ B ⊂ C but B is not compact.
- III is true: Hausdorff is hereditary; any subspace of a Hausdorff space is Hausdorff. Since C is Hausdorff, so is B.",0.0
openai_gpt-5,college_mathematics_7,"Question: Consider a segment of length 10. Points A and B are chosen randomly such that A and B divide the segment into three smaller segments. What is the probability that the three smaller segments could form the sides of a triangle?
A. 0
B. 10%
C. 25%
D. 50%
Answer:",25%,C. 25%,1.0
openai_gpt-5,college_mathematics_34,"Question: Suppose A and B are n x n invertible matrices, where n > 1, and I is the n x n identity matrix. If A and B are similar matrices, which of the following statements must be true?	I. A - 2I and B - 2I are similar matrices. II. A and B have the same trace.	 III. A^-1 and B^-1 are similar matrices.
A. I only
B. II only
C. III only
D. I, II, and III
Answer:","I, II, and III","D. I, II, and III

- If B = P^{-1} A P, then B − 2I = P^{-1}(A − 2I)P, so A − 2I and B − 2I are similar.
- Similar matrices have the same trace.
- Taking inverses: B^{-1} = (P^{-1} A P)^{-1} = P A^{-1} P^{-1}, so A^{-1} and B^{-1} are similar.",1.0
openai_gpt-5,college_mathematics_39,"Question: The maximum number of acute angles in a convex 10-gon in the Euclidean plane is
A. 1
B. 2
C. 3
D. 4
Answer:",3,"C. 3

Reason: In a convex polygon, the exterior angles (each 180° − interior) are all positive and sum to 360°. An acute interior angle (< 90°) corresponds to an exterior angle > 90°. If there were 4 acute angles, the sum of those four exterior angles would exceed 360°, impossible. Hence at most 3 acute angles are possible, and this bound is attainable.",1.0
openai_gpt-5,college_physics_82,"Question: A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is
A. 5
B. 4
C. 3
D. 2
Answer:",5,A. 5,1.0
openai_gpt-5,college_physics_78,"Question: A spring of force constant k is stretched a certain distance. It takes twice as much work to stretch a second spring by half this distance. The force constant of the second spring is
A. k
B. 2k
C. 4k
D. 8k
Answer:",8k,"D. 8k

Work to stretch a spring by distance x is W = (1/2) k x^2.
Given W2 = 2W1 and the second spring is stretched by x/2:
(1/2) k2 (x/2)^2 = 2 × (1/2) k x^2 → (1/8) k2 x^2 = k x^2 → k2 = 8k.",1.0
openai_gpt-5,college_physics_9,"Question: If the total energy of a particle of mass m is equal to twice its rest energy, then the magnitude of the particle’s relativistic momentum is
A. mc/2
B. mc/(2^(1/2))
C. mc
D. (3^(1/2))mc
Answer:",(3^(1/2))mc,"D. (3)^(1/2) m c

Explanation: E^2 = (pc)^2 + (m c^2)^2. With E = 2 m c^2:
pc = sqrt((2 m c^2)^2 − (m c^2)^2) = sqrt(3) m c^2 → p = √3 m c.",1.0
openai_gpt-5,college_physics_41,"Question: A gas cell with an optical path length of 10 cm is placed in one arm of a Michelson interferometer. If the light source for the interferometer is a laser with wavelength 632.2 nm, then 100 fringes are counted as the gas cell is evacuated. What is the index of refraction of the original gas?
A. 1.00063
B. 1.00032
C. 1.00016
D. 0.99968
Answer:",1.00032,"Answer: B. 1.00032

Reason: In a Michelson interferometer, the light passes through the gas cell twice, so the change in optical path on evacuation is Δ = 2L(n − 1). The fringe count m satisfies mλ = Δ, so n − 1 = mλ/(2L).

With m = 100, λ = 632.2 nm = 6.322×10⁻⁷ m, L = 0.10 m:
n − 1 = (100 × 6.322×10⁻⁷) / (2 × 0.10) = 3.161×10⁻⁴ ⇒ n ≈ 1.00032.",1.0
openai_gpt-5,college_physics_67,"Question: The energy required to remove both electrons from the helium atom in its ground state is 79.0 eV. How much energy is required to ionize helium (i.e., to remove one electron)?
A. 24.6 eV
B. 39.5 eV
C. 51.8 eV
D. 54.4 eV
Answer:",24.6 eV,"A. 24.6 eV

Explanation: The total to remove both electrons is I1 + I2 = 79.0 eV. For He+ (hydrogen-like, Z=2), the ionization energy is 4 × 13.6 eV = 54.4 eV. Thus the first ionization energy is 79.0 − 54.4 = 24.6 eV.",1.0
openai_gpt-5,college_physics_15,"Question: Which of the following statements about bosons and/or fermions is true?
A. Bosons have symmetric wave functions and obey the Pauli exclusion principle.
B. Bosons have antisymmetric wave functions and do not obey the Pauli exclusion principle.
C. Fermions have symmetric wave functions and obey the Pauli exclusion principle.
D. Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.
Answer:",Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.,D. Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.,1.0
openai_gpt-5,college_physics_72,"Question: A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?
A. 1 N
B. 2 N
C. 3 N
D. 4 N
Answer:",3 N,"C. 3 N

Explanation: Use work–energy. The applied work equals the change in kinetic energy:
F d = 1/2 m (v_f^2 − v_i^2) = 1/2·10·(2^2 − 1^2) = 5·3 = 15 J.
With d = 5 m, F = 15/5 = 3 N.",1.0
openai_gpt-5,college_physics_58,"Question: A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is
A. 0.04 V
B. 0.1 V
C. 2.5 V
D. 10 V
Answer:",10 V,"D. 10 V

Average EMF = N A (ΔB/Δt) = 250 × 0.2 × (0.06 − 0.01)/0.25 = 10 V.",1.0
openai_gpt-5,college_physics_10,"Question: In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a
A. square
B. hexagon
C. cube
D. tetrahedron
Answer:",tetrahedron,D. tetrahedron,1.0
openai_gpt-5,college_physics_45,"Question: A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately
A. 500 J
B. 1,000 J
C. 1,100 J
D. 2,000 J
Answer:","1,000 J","B. 1,000 J

Reason: For an ideal (Carnot) heat pump, COP_heating = Th/(Th − Tc). With Th ≈ 300 K (27°C) and Tc ≈ 280 K (7°C), COP = 300/20 = 15. Thus W_min = Qh/COP = 15000/15 = 1000 J.",1.0
openai_gpt-5,college_physics_80,"Question: The surface of the Sun has a temperature close to 6,000 K and it emits a blackbody (Planck) spectrum that reaches a maximum near 500 nm. For a body with a surface temperature close to 300 K, at what wavelength would the thermal spectrum reach a maximum?
A. 10:00 PM
B. 100 Pm
C. 10 mm
D. 100 mm
Answer:",10:00 PM,C. 10 μm (about 9.7 μm by Wien’s law; the unit in the option appears to be a typo),0.0
openai_gpt-5,college_physics_33,"Question: The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons
A. exactly 10 times
B. an average of 10 times, with an rms deviation of about 0.1
C. an average of 10 times, with an rms deviation of about 1
D. an average of 10 times, with an rms deviation of about 3
Answer:","an average of 10 times, with an rms deviation of about 3",D. Mean detections = np = 100×0.1 = 10; rms deviation (standard deviation) = sqrt(np(1−p)) = sqrt(100×0.1×0.9) ≈ 3.,1.0
openai_gpt-5,college_physics_56,"Question: A particle is constrained to move in a circle with a 10-meter radius. At one instant, the particle’s speed is 10 meters per second and is increasing at a rate of 10 meters per second squared. The angle between the particle’s velocity and acceleration vectors is
A. 0°
B. 30°
C. 45°
D. 60°
Answer:",45°,C. 45°,1.0
openai_gpt-5,college_physics_37,"Question: The negative muon, mu^-, has properties most similar to which of the following?
A. Electron
B. Meson
C. Photon
D. Boson
Answer:",Electron,A. Electron,1.0
openai_gpt-5,college_physics_50,"Question: A grating spectrometer can just barely resolve two wavelengths of 500 nm and 502 nm, respectively. Which of the following gives the resolving power of the spectrometer?
A. 2
B. 250
C. 5,000
D. 10,000
Answer:",250,"B. 250

Resolving power R ≈ λ/Δλ. Here Δλ = 2 nm and λ ≈ 500 nm, so R ≈ 500/2 = 250.",1.0
openai_gpt-5,college_physics_66,"Question: A rod measures 1.00 m in its rest system. How fast must an observer move parallel to the rod to measure its length to be 0.80 m?
A. 0.50c
B. 0.60c
C. 0.70c
D. 0.80c
Answer:",0.60c,"B. 0.60c

Using length contraction: L = L0√(1 − v^2/c^2).
0.80 = 1.00√(1 − v^2/c^2) ⇒ √(1 − v^2/c^2) = 0.80 ⇒ v/c = 0.60.",1.0
openai_gpt-5,college_physics_32,"Question: At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ?
A. 414 Hz
B. 427 Hz
C. 433 Hz
D. 440 Hz
Answer:",427 Hz,"B. 427 Hz

Reason: For an open-open pipe, resonant frequency is proportional to the speed of sound. A 3% decrease in speed lowers the frequency by 3%: 0.97 × 440 Hz = 426.8 Hz ≈ 427 Hz.",1.0
openai_gpt-5,college_physics_30,"Question: Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the
A. work function of the metal is proportional to the frequency
B. work function of the metal is proportional to the wavelength
C. current in the tube is a linear function of the wavelength
D. potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency
Answer:",potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency,D. The stopping potential is linear in frequency: eVs = hf − φ ⇒ Vs = (h/e)(f − f0).,1.0
openai_gpt-5,college_physics_65,"Question: According to the BCS theory, the attraction between Cooper pairs in a superconductor is due to
A. the weak nuclear force
B. the strong nuclear force
C. vacuum polarization
D. interactions with the ionic lattice
Answer:",interactions with the ionic lattice,D. interactions with the ionic lattice,1.0
openai_gpt-5,college_physics_8,"Question: De Broglie hypothesized that the linear momentum and wavelength of a free massive particle are related by which of the following constants?
A. Planck’s constant
B. Boltzmann’s constant
C. The Rydberg constant
D. The speed of light
Answer:",Planck’s constant,A. Planck’s constant,1.0
openai_gpt-5,college_physics_21,"Question: An atom has filled n = 1 and n = 2 levels. How many electrons does the atom have?
A. 2
B. 4
C. 6
D. 10
Answer:",10,"D. 10

Explanation: The maximum number of electrons in shell n is 2n^2. For n=1: 2 electrons; for n=2: 8 electrons. Total = 2 + 8 = 10.",1.0
openai_gpt-5,college_physics_55,"Question: Two students perform an experiment in which they drop a ball from rest from a known height above the ground and measure the speed of the ball just before it strikes the ground. From repeated measurement, the students estimate the uncertainty in the measured speed of the ball to be 10 percent. Which of the following gives the uncertainty in the kinetic energy of the ball? (Assume the uncertainty in the ball’s mass is negligibly small.)
A. 5%
B. 10%
C. 15%
D. 20%
Answer:",20%,"D. 20%

Reason: K = (1/2) m v^2. With negligible mass uncertainty, the fractional uncertainty propagates as ΔK/K = 2(Δv/v). A 10% speed uncertainty gives a 20% kinetic energy uncertainty.",1.0
openai_gpt-5,college_physics_44,"Question: Blue light of wavelength 480 nanometers is most strongly reflected off a thin film of oil on a glass slide when viewed near normal incidence. Assuming that the index of refraction of the oil is 1.2 and that of the glass is 1.6, what is the minimum thickness of the oil film (other than zero) ?
A. 150 nm
B. 200 nm
C. 300 nm
D. 400 nm
Answer:",200 nm,"B. 200 nm

Reason: Both reflections (air→oil and oil→glass) incur a π phase shift, so they cancel. Constructive interference at normal incidence occurs when 2 n t = m λ. The smallest nonzero thickness is t = λ/(2n) = 480 nm / (2 × 1.2) = 200 nm.",1.0
openai_gpt-5,college_physics_96,"Question: In a nonrelativistic, one-dimensional collision, a particle of mass 2m collides with a particle of mass m at rest. If the particles stick together after the collision, what fraction of the initial kinetic energy is lost in the collision?
A. 0
B. 1/4
C. 1/3
D. 1/2
Answer:",1/3,"C. 1/3

Reason: Momentum conservation gives final speed V = (2m u)/(3m) = (2/3)u. Initial KE = m u^2. Final KE = (1/2)(3m)(4/9)u^2 = (2/3) m u^2. Fraction lost = 1 − (Kf/Ki) = 1 − 2/3 = 1/3.",1.0
openai_gpt-5,college_physics_89,"Question: The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are
A. decreased by a factor of 9
B. decreased by a factor of 49
C. decreased by a factor of 81
D. increased by a factor of 9
Answer:",decreased by a factor of 9,"A. Decreased by a factor of 9

Reason: Li2+ is hydrogen-like with nuclear charge Z = 3. For hydrogenic ions, transition energies scale as Z^2, so wavelengths scale as 1/Z^2. Thus, λ_Li++ = λ_H/9.",1.0
openai_gpt-5,college_physics_63,"Question: A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is
A. 1
B. 2
C. 3
D. 5
Answer:",5,D. 5,1.0
openai_gpt-5,college_physics_42,"Question: Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)
A. 0.1 eV
B. 1 eV
C. 10 eV
D. 100 eV
Answer:",10 eV,"C. 10 eV

Reason: For diffraction, the electron de Broglie wavelength should be comparable to the lattice spacing d ≈ 0.4 nm. Using λ = h/√(2mE) and E = h^2/(2mλ^2) gives E ≈ 9–10 eV.",1.0
openai_gpt-5,college_physics_1,"Question: White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is
A. 500 nm
B. 550 nm
C. 600 nm
D. 650 nm
Answer:",600 nm,"C. 600 nm

Reason: At normal incidence, there’s one phase reversal (air→oil) and none at the oil→water interface. For constructive reflection: 2 n t = (m + 1/2) λ0. With n = 1.5 and t = 500 nm, 2 n t = 1500 nm. Thus λ0 = 1500/(m + 1/2). For m = 2, λ0 = 1500/2.5 = 600 nm, which matches the options.",1.0
openai_gpt-5,college_physics_47,"Question: A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying?
A. 150 m
B. 288 m
C. 360 m
D. 450 m
Answer:",450 m,"D. 450 m

Using time dilation: γ = 1/√(1−0.6²) = 1.25, so τ_lab = 1.25 × 2.0 μs = 2.5 μs, and distance = v τ_lab = 0.60c × 2.5 μs ≈ 450 m.
(Note: If 2.0 ms were used, the distance would be 450 km, so the intended lifetime is likely 2.0 μs.)",1.0
openai_gpt-5,college_physics_52,"Question: The eigenvalues of a Hermitian operator are always
A. real
B. imaginary
C. degenerate
D. linear
Answer:",real,A. real,1.0
openai_gpt-5,college_physics_49,"Question: The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately
A. 0.1 GeV/c^2
B. 0.2 GeV/c^2
C. 0.5 GeV/c^2
D. 1.0 GeV/c^2
Answer:",1.0 GeV/c^2,D. 1.0 GeV/c^2,1.0
openai_gpt-5,college_physics_61,"Question: Electromagnetic radiation emitted from a nucleus is most likely to be in the form of
A. gamma rays
B. microwaves
C. ultraviolet radiation
D. visible light
Answer:",gamma rays,A. gamma rays,1.0
openai_gpt-5,college_physics_74,"Question: The suspension cable of a 1,000 kg elevator snaps, sending the elevator moving downward through its shaft. The emergency brakes of the elevator stop the elevator shortly before it reaches the bottom of the shaft. If the elevator fell a distance of 100 m starting from rest, the heat that the brakes must dissipate to bring the elevator safely to rest is
A. 10,000 J
B. 100,000 J
C. 1,000,000 J
D. 10,000,000 J
Answer:","1,000,000 J","C. 1,000,000 J

Explanation: The gravitational potential energy lost is mgh = (1000 kg)(9.8 m/s²)(100 m) = 9.8×10^5 J ≈ 1.0×10^6 J, which the brakes must dissipate as heat.",1.0
openai_gpt-5,college_physics_26,"Question: An astronomer observes a very small moon orbiting a planet and measures the moon’s minimum and maximum distances from the planet’s center and the moon’s maximum orbital speed. Which of the following CANNOT be calculated from these measurements?
A. Mass of the moon
B. Mass of the planet
C. Minimum speed of the moon
D. Period of the orbit
Answer:",Mass of the moon,"Answer: A. Mass of the moon

Reason: From rmin, rmax you get the semi-major axis and eccentricity; with vmax at periapsis you can determine the gravitational parameter µ = G(Mplanet + Mmoon), hence the period and the minimum speed (via angular momentum conservation: rmin vmax = rmax vmin). But these data only give the total mass, not the moon’s individual mass; with a “very small” moon you can infer the planet’s mass (≈ µ/G), but you cannot determine the moon’s mass itself.",1.0
openai_gpt-5,college_physics_76,"Question: A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?
A. 1 N
B. 2 N
C. 3 N
D. 4 N
Answer:",3 N,"C. 3 N

Explanation: Work-energy theorem: W = ΔK = 1/2 m (v_f^2 − v_i^2) = 0.5×10×(4−1) = 15 J. Since W = F d and d = 5 m, F = 15/5 = 3 N.",1.0
openai_gpt-5,college_physics_98,"Question: A nonrelativistic particle with a charge twice that of an electron moves through a uniform magnetic field. The field has a strength of π/4 tesla and is perpendicular to the velocity of the particle. What is the particle’s mass if it has a cyclotron frequency of 1,600 hertz?
A. 2.5 * 10^-23 kg
B. 1.2 * 10^-22 kg
C. 3.3 * 10^-22 kg
D. 5.0 * 10^-21 kg
Answer:",2.5 * 10^-23 kg,"Answer: A. 2.5 × 10^-23 kg

Reason: Cyclotron frequency f = qB / (2πm) ⇒ m = qB / (2πf).
With q = 2e = 3.20×10^-19 C, B = π/4 T ≈ 0.785 T, f = 1600 Hz:
m ≈ (3.20×10^-19 × 0.785) / (2π × 1600) ≈ 2.5×10^-23 kg.",1.0
openai_gpt-5,college_physics_48,"Question: A tube of water is traveling at 1/2 c relative to the lab frame when a beam of light traveling in the same direction as the tube enters it. What is the speed of light in the water relative to the lab frame? (The index of refraction of water is 4/3.)
A. 1/2 c
B. 2/3 c
C. 5/6 c
D. 10/11 c
Answer:",10/11 c,"D. 10/11 c

Using relativistic velocity addition with u' = c/n = (3/4)c and v = (1/2)c:
u = (u' + v) / (1 + u'v/c^2) = [(3/4)c + (1/2)c] / [1 + (3/4)(1/2)] = (1.25 c)/(1.375) = (10/11)c.",1.0
openai_gpt-5,college_physics_100,"Question: Positronium is an atom formed by an electron and a positron (antielectron). It is similar to the hydrogen atom, with the positron replacing the proton. If a positronium atom makes a transition from the state with n=3 to a state with n=1, the energy of the photon emitted in this transition is closest to
A. 6.0 e
B. 6.8 eV
C. 12.2 eV
D. 13.6 eV
Answer:",6.0 e,"A. 6.0 eV

Reason: For positronium the reduced mass is μ = m_e/2, so its energy levels are half those of hydrogen: En = −6.8 eV/n^2. Thus ΔE(3→1) = 6.8 eV × (1 − 1/9) = 6.8 × 8/9 ≈ 6.0 eV.",1.0
openai_gpt-5,college_physics_87,"Question: Unpolarized light is incident on a pair of ideal linear polarizers whose transmission axes make an angle of 45q with each other. The transmitted light intensity through both polarizers is what percentage of the incident intensity?
A. 100%
B. 75%
C. 50%
D. 25%
Answer:",25%,"D. 25%

Explanation: Unpolarized light loses half its intensity at the first polarizer. The second polarizer transmits an additional factor of cos^2(45°) = 1/2. Thus overall transmission = (1/2) × (1/2) = 1/4 = 25%.",1.0
openai_gpt-5,college_physics_12,"Question: The sign of the charge carriers in a doped semiconductor can be deduced by measuring which of the following properties?
A. Specific heat
B. Thermal conductivity
C. Electrical resistivity
D. Hall coefficient
Answer:",Hall coefficient,D. Hall coefficient,1.0
openai_gpt-5,college_physics_59,"Question: Which of the following is true about any system that undergoes a reversible thermodynamic process?
A. There are no changes in the internal energy of the system.
B. The temperature of the system remains constant during the process.
C. The entropy of the system and its environment remains unchanged.
D. The entropy of the system and its environment must increase.
Answer:",The entropy of the system and its environment remains unchanged.,"C. The entropy of the system and its environment remains unchanged.

In a reversible process, the total entropy change of the system plus surroundings is zero (they change by equal and opposite amounts).",1.0
openai_gpt-5,college_physics_36,"Question: By definition, the electric displacement current through a surface S is proportional to the
A. magnetic flux through S
B. rate of change of the magnetic flux through S
C. time integral of the magnetic flux through S
D. rate of change of the electric flux through S
Answer:",rate of change of the electric flux through S,D. rate of change of the electric flux through S,1.0
openai_gpt-5,college_physics_23,"Question: Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlight is normal to a completely reflecting surface with an area of 3 m^2. What is the total radiation force exerted on the surface?
A. 2 x 10^-6 N
B. 1 x 10^-5 N
C. 2 x 10^-5 N
D. 3 N
Answer:",2 x 10^-5 N,"C. 2 x 10^-5 N

Reason: For a perfectly reflecting surface at normal incidence, radiation pressure p = 2I/c. Thus force F = pA = (2IA)/c = (2 × 1000 W/m^2 × 3 m^2) / (3×10^8 m/s) ≈ 2×10^-5 N.",1.0
openai_gpt-5,college_physics_40,"Question: A resistor in a circuit dissipates energy at a rate of 1 W. If the voltage across the resistor is doubled, what will be the new rate of energy dissipation?
A. 0.25 W
B. 0.5 W
C. 1 W
D. 4 W
Answer:",4 W,D. 4 W,1.0
openai_gpt-5,college_physics_39,"Question: The energy from electromagnetic waves in equilibrium in a cavity is used to melt ice. If the Kelvin temperature of the cavity is increased by a factor of two, the mass of ice that can be melted in a fixed amount of time is increased by a factor of
A. 2
B. 4
C. 8
D. 16
Answer:",16,"D. 16

Because the power (and thus energy per unit time) of blackbody radiation scales as T^4 (Stefan–Boltzmann law), doubling T increases the meltable mass by 2^4 = 16.",1.0
openai_gpt-5,college_physics_18,"Question: A meter stick with a speed of 0.8c moves past an observer. In the observer’s reference frame, how long does it take the stick to pass the observer ?
A. 1.6 ns
B. 2.5 ns
C. 4.2 ns
D. 6.9 ns
Answer:",2.5 ns,"B. 2.5 ns

Explanation:
- Lorentz factor: γ = 1/√(1−v²/c²) = 1/√(1−0.8²) = 1/0.6 = 5/3
- Length contraction: L = L0/γ = 1 m / (5/3) = 0.6 m
- Time to pass: t = L/v = 0.6 m / (0.8c) = 0.75/c ≈ 0.75 × 3.33 ns ≈ 2.5 ns",1.0
openai_gpt-5,college_physics_5,"Question: Which of the following gives the total spin quantum number of the electrons in the ground state of neutral nitrogen (Z = 7)?
A. 1/2
B. 1
C. 3/2
D. 5/2
Answer:",3/2,"C. 3/2

Reason: Nitrogen has configuration 1s^2 2s^2 2p^3. The three 2p electrons are unpaired and align parallel (Hund’s rule), giving S = 1/2 + 1/2 + 1/2 = 3/2. Closed shells contribute zero spin.",1.0
openai_gpt-5,college_physics_62,"Question: An organ pipe, closed at one end and open at the other, is designed to have a fundamental frequency of C (131 Hz). What is the frequency of the next higher harmonic for this pipe?
A. 44 Hz
B. 196 Hz
C. 262 Hz
D. 393 Hz
Answer:",393 Hz,"D. 393 Hz

Explanation: A pipe closed at one end supports only odd harmonics. The next higher harmonic after the fundamental (131 Hz) is the 3rd harmonic: 3 × 131 = 393 Hz.",1.0
openai_gpt-5,college_physics_68,"Question: At the present time, the temperature of the universe (i.e., the microwave radiation background) is about 3 K. When the temperature was 12 K, typical objects in the universe, such as galaxies, were
A. one-quarter as distant as they are today
B. one-half as distant as they are today
C. separated by about the same distances as they are today
D. two times as distant as they are today
Answer:",one-quarter as distant as they are today,"A. one-quarter as distant as they are today

Reason: The CMB temperature scales inversely with the scale factor (T ∝ 1/a). At 12 K vs 3 K, T ratio = 4, so a was 1/4 of today, making typical separations one-quarter their current values.",1.0
openai_gpt-5,college_physics_79,"Question: An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O?
A. 0.13c
B. 0.15c
C. 0.36c
D. 0.53c
Answer:",0.36c,"C. 0.36c

Reason: In O, the flashes are simultaneous, so Δt = 0 and Δx = 10 m. Relativity of simultaneity gives Δt' = γ(v Δx / c^2). With Δt' = 13 ns, we get γβ = Δt' c / Δx = (13 ns × c) / 10 m = 0.39. Solving β/√(1−β^2) = 0.39 gives β ≈ 0.363 ⇒ v ≈ 0.36c.",1.0
openai_gpt-5,conceptual_physics_9,"Question: A wave transfers
A. amplitude
B. wavelength
C. frequency
D. energy
Answer:",energy,D. energy,1.0
