mode,sample_id,input,expected_ans,extracted_choices,extracted_answer_index
mode_unspecified,college_mathematics_8,"Question: Let V be a finite-dimensional real vector space and let P be a linear transformation of V such that P^2 = P. Which of the following must be true?
I. P is invertible.
II. P is diagonalizable.
III. P is either the identity transformation or the zero transformation.
A. None
B. I only
C. II only
D. III only
Answer:",II only,None | I only | II only | III only,2
mode_unspecified,college_mathematics_47,"Question: In the xy-plane, the curve with parametric equations x = cos t and y = sin t, 0 <= t <= pi, has length
A. 3
B. pi
C. 3pi
D. 3/2
Answer:",pi,3 | pi | 3pi | 3/2,1
mode_unspecified,college_mathematics_59,"Question: If f is a linear transformation from the plane to the real numbers and if f(1, 1) = 1 and f(-1, 0) = 2, then f(3, 5) =
A. 9
B. 8
C. 0
D. -5
Answer:",9,9 | 8 | 0 | -5,0
mode_unspecified,college_mathematics_74,"Question: Let y = f(x) be a solution of the differential equation x dy + (y - xe^x) dx = 0 such that y = 0 when x = 1. What is the value of f(2)?
A. 1/(2e)
B. 1/e
C. e^2/2
D. 2e
Answer:",e^2/2,1/(2e) | 1/e | e^2/2 | 2e,2
mode_unspecified,college_mathematics_63,"Question: In a game two players take turns tossing a fair coin; the winner is the first one to toss a head. The probability that the player who makes the first toss wins the game is
A. 1/4
B. 1/3
C. 1/2
D. 2/3
Answer:",2/3,1/4 | 1/3 | 1/2 | 2/3,3
mode_unspecified,college_mathematics_44,"Question: What is the units digit in the standard decimal expansion of the number 7^25?
A. 1
B. 3
C. 5
D. 7
Answer:",7,1 | 3 | 5 | 7,3
mode_unspecified,college_mathematics_49,"Question: If f: R -> R is a bounded function that is Lebesgue integrable, then which of the following must be true?
A. f is Riemann integrable.
B. There does not exist a countably infinite E of R such that f is nondifferentiable at every x \in E.
C. There does not exist an uncountable subset E of R such that f is nondifferentiable at every x \in E.
D. None of the above.
Answer:",None of the above.,f is Riemann integrable. | There does not exist a countably infinite E of R such that f is nondifferentiable at every x \in E. | There does not exist an uncountable subset E of R such that f is nondifferentiable at every x \in E. | None of the above.,3
mode_unspecified,college_mathematics_87,"Question: How many positive numbers x satisfy the equation cos(97x) = x?
A. 1
B. 15
C. 31
D. 49
Answer:",31,1 | 15 | 31 | 49,2
mode_unspecified,college_mathematics_98,"Question: X is a finite set with the following property: The number of subsets of X that contain exactly 3 elements is 14 more than the number of subsets of X that contain exactly 2 elements. How many subsets of X contain exactly 4 elements?
A. 24
B. 25
C. 28
D. 35
Answer:",35,24 | 25 | 28 | 35,3
mode_unspecified,college_mathematics_52,"Question: Let S be a compact topological space, let T be a topological space, and let f be a function from S onto T. Of the following conditions on f, which is the weakest condition sufficient to ensure the compactness of T?
A. f is a homeomorphism.
B. f is continuous and one-to-one
C. f is continuous.
D. f is one-to-one
Answer:",f is continuous.,f is a homeomorphism. | f is continuous and one-to-one | f is continuous. | f is one-to-one,2
mode_unspecified,college_mathematics_36,"Question: Which of the following is an equation of the line tangent to the graph of y = x + e^x at x = 0 ?
A. y = 2x + 1
B. y = 2x
C. y = x + 2
D. y = x + 1
Answer:",y = 2x + 1,y = 2x + 1 | y = 2x | y = x + 2 | y = x + 1,0
mode_unspecified,college_mathematics_12,"Question: Let V and W be 4-dimensional subspaces of a 7-dimensional vector space X. Which of the following CANNOT be the dimension of the subspace V intersect W?
A. 0
B. 1
C. 2
D. 3
Answer:",0,0 | 1 | 2 | 3,0
mode_unspecified,college_mathematics_23,"Question: A six-sided die (whose faces are numbered 1 through 6, as usual) is known to be counterfeit: The probability of rolling any even number is twice the probability of rolling any odd number. What is the probability that if this die is thrown twice, the first roll will be a 5 and the second roll will be a 6?
A. 2/81
B. 1/18
C. 2/27
D. 1/9
Answer:",2/81,2/81 | 1/18 | 2/27 | 1/9,0
mode_unspecified,college_mathematics_85,"Question: If A is a subset of the real line R and A contains each rational number, which of the following must be true?
A. If A is open, then A = R.
B. If A is closed, then A = R.
C. If A is uncountable, then A = R.
D. If A is uncountable, then A is open.
Answer:","If A is closed, then A = R.","If A is open, then A = R. | If A is closed, then A = R. | If A is uncountable, then A = R. | If A is uncountable, then A is open.",1
mode_unspecified,college_mathematics_66,"Question: What is the minimum value of the expression x + 4z as a function defined on R^3, subject to the constraint x^2 + y^2 + z^2 <= 2?
A. 0
B. -2
C. -sqrt(34)
D. -sqrt(35)
Answer:",-sqrt(34),0 | -2 | -sqrt(34) | -sqrt(35),2
mode_unspecified,college_mathematics_61,"Question: A university’s mathematics department has 10 professors and will offer 20 different courses next semester. Each professor will be assigned to teach exactly 2 of the courses, and each course will have exactly one professor assigned to teach it. If any professor can be assigned to teach any course, how many different complete assignments of the 10 professors to the 20 courses are possible?
A. 20!/2^(10)
B. 10!/2^9
C. 10^(20) - 2^(10)
D. 10^(20) - 100
Answer:",20!/2^(10),20!/2^(10) | 10!/2^9 | 10^(20) - 2^(10) | 10^(20) - 100,0
mode_unspecified,college_mathematics_40,"Question: If f(z) is an analytic function that maps the entire finite complex plane into the real axis, then the imaginary axis must be mapped onto
A. the entire real axis
B. a point
C. a ray
D. an open finite interval
Answer:",a point,the entire real axis | a point | a ray | an open finite interval,1
mode_unspecified,college_mathematics_60,"Question: How many real roots does the polynomial 2x^5 + 8x - 7 have?
A. None
B. One
C. Two
D. Three
Answer:",One,None | One | Two | Three,1
mode_unspecified,college_mathematics_18,"Question: Let X be a topological space, and let A, B, and C be nonempty subsets of X such that A c B c C; that is, A is a proper subset of B, and B is a proper subset of C. Which of the following statements is (are) true?
I. If A and C are connected, then B is connected.
II. If A and C are compact, then B is compact.
III. If A and C are Hausdorff, then B is Hausdorff.
A. I and II only
B. III only
C. I and III only
D. I, II, and III
Answer:","I, II, and III","I and II only | III only | I and III only | I, II, and III",3
mode_unspecified,college_mathematics_7,"Question: Consider a segment of length 10. Points A and B are chosen randomly such that A and B divide the segment into three smaller segments. What is the probability that the three smaller segments could form the sides of a triangle?
A. 0
B. 10%
C. 25%
D. 50%
Answer:",25%,0 | 10% | 25% | 50%,2
mode_unspecified,college_mathematics_34,"Question: Suppose A and B are n x n invertible matrices, where n > 1, and I is the n x n identity matrix. If A and B are similar matrices, which of the following statements must be true?	I. A - 2I and B - 2I are similar matrices. II. A and B have the same trace.	 III. A^-1 and B^-1 are similar matrices.
A. I only
B. II only
C. III only
D. I, II, and III
Answer:","I, II, and III","I only | II only | III only | I, II, and III",3
mode_unspecified,college_mathematics_39,"Question: The maximum number of acute angles in a convex 10-gon in the Euclidean plane is
A. 1
B. 2
C. 3
D. 4
Answer:",3,1 | 2 | 3 | 4,2
mode_unspecified,college_physics_82,"Question: A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is
A. 5
B. 4
C. 3
D. 2
Answer:",5,5 | 4 | 3 | 2,0
mode_unspecified,college_physics_78,"Question: A spring of force constant k is stretched a certain distance. It takes twice as much work to stretch a second spring by half this distance. The force constant of the second spring is
A. k
B. 2k
C. 4k
D. 8k
Answer:",8k,k | 2k | 4k | 8k,3
mode_unspecified,college_physics_9,"Question: If the total energy of a particle of mass m is equal to twice its rest energy, then the magnitude of the particle’s relativistic momentum is
A. mc/2
B. mc/(2^(1/2))
C. mc
D. (3^(1/2))mc
Answer:",(3^(1/2))mc,mc/2 | mc/(2^(1/2)) | mc | (3^(1/2))mc,3
mode_unspecified,college_physics_41,"Question: A gas cell with an optical path length of 10 cm is placed in one arm of a Michelson interferometer. If the light source for the interferometer is a laser with wavelength 632.2 nm, then 100 fringes are counted as the gas cell is evacuated. What is the index of refraction of the original gas?
A. 1.00063
B. 1.00032
C. 1.00016
D. 0.99968
Answer:",1.00032,1.00063 | 1.00032 | 1.00016 | 0.99968,1
mode_unspecified,college_physics_67,"Question: The energy required to remove both electrons from the helium atom in its ground state is 79.0 eV. How much energy is required to ionize helium (i.e., to remove one electron)?
A. 24.6 eV
B. 39.5 eV
C. 51.8 eV
D. 54.4 eV
Answer:",24.6 eV,24.6 eV | 39.5 eV | 51.8 eV | 54.4 eV,0
mode_unspecified,college_physics_15,"Question: Which of the following statements about bosons and/or fermions is true?
A. Bosons have symmetric wave functions and obey the Pauli exclusion principle.
B. Bosons have antisymmetric wave functions and do not obey the Pauli exclusion principle.
C. Fermions have symmetric wave functions and obey the Pauli exclusion principle.
D. Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.
Answer:",Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.,Bosons have symmetric wave functions and obey the Pauli exclusion principle. | Bosons have antisymmetric wave functions and do not obey the Pauli exclusion principle. | Fermions have symmetric wave functions and obey the Pauli exclusion principle. | Fermions have antisymmetric wave functions and obey the Pauli exclusion principle.,3
mode_unspecified,college_physics_72,"Question: A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?
A. 1 N
B. 2 N
C. 3 N
D. 4 N
Answer:",3 N,1 N | 2 N | 3 N | 4 N,2
mode_unspecified,college_physics_58,"Question: A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is
A. 0.04 V
B. 0.1 V
C. 2.5 V
D. 10 V
Answer:",10 V,0.04 V | 0.1 V | 2.5 V | 10 V,3
mode_unspecified,college_physics_10,"Question: In the diamond structure of elemental carbon, the nearest neighbors of each C atom lie at the corners of a
A. square
B. hexagon
C. cube
D. tetrahedron
Answer:",tetrahedron,square | hexagon | cube | tetrahedron,3
mode_unspecified,college_physics_45,"Question: A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately
A. 500 J
B. 1,000 J
C. 1,100 J
D. 2,000 J
Answer:","1,000 J","500 J | 1,000 J | 1,100 J | 2,000 J",1
mode_unspecified,college_physics_80,"Question: The surface of the Sun has a temperature close to 6,000 K and it emits a blackbody (Planck) spectrum that reaches a maximum near 500 nm. For a body with a surface temperature close to 300 K, at what wavelength would the thermal spectrum reach a maximum?
A. 10:00 PM
B. 100 Pm
C. 10 mm
D. 100 mm
Answer:",10:00 PM,10:00 PM | 100 Pm | 10 mm | 100 mm,0
mode_unspecified,college_physics_33,"Question: The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons
A. exactly 10 times
B. an average of 10 times, with an rms deviation of about 0.1
C. an average of 10 times, with an rms deviation of about 1
D. an average of 10 times, with an rms deviation of about 3
Answer:","an average of 10 times, with an rms deviation of about 3","exactly 10 times | an average of 10 times, with an rms deviation of about 0.1 | an average of 10 times, with an rms deviation of about 1 | an average of 10 times, with an rms deviation of about 3",3
mode_unspecified,college_physics_56,"Question: A particle is constrained to move in a circle with a 10-meter radius. At one instant, the particle’s speed is 10 meters per second and is increasing at a rate of 10 meters per second squared. The angle between the particle’s velocity and acceleration vectors is
A. 0°
B. 30°
C. 45°
D. 60°
Answer:",45°,0° | 30° | 45° | 60°,2
mode_unspecified,college_physics_37,"Question: The negative muon, mu^-, has properties most similar to which of the following?
A. Electron
B. Meson
C. Photon
D. Boson
Answer:",Electron,Electron | Meson | Photon | Boson,0
mode_unspecified,college_physics_50,"Question: A grating spectrometer can just barely resolve two wavelengths of 500 nm and 502 nm, respectively. Which of the following gives the resolving power of the spectrometer?
A. 2
B. 250
C. 5,000
D. 10,000
Answer:",250,"2 | 250 | 5,000 | 10,000",1
mode_unspecified,college_physics_66,"Question: A rod measures 1.00 m in its rest system. How fast must an observer move parallel to the rod to measure its length to be 0.80 m?
A. 0.50c
B. 0.60c
C. 0.70c
D. 0.80c
Answer:",0.60c,0.50c | 0.60c | 0.70c | 0.80c,1
mode_unspecified,college_physics_32,"Question: At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ?
A. 414 Hz
B. 427 Hz
C. 433 Hz
D. 440 Hz
Answer:",427 Hz,414 Hz | 427 Hz | 433 Hz | 440 Hz,1
mode_unspecified,college_physics_30,"Question: Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the
A. work function of the metal is proportional to the frequency
B. work function of the metal is proportional to the wavelength
C. current in the tube is a linear function of the wavelength
D. potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency
Answer:",potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency,work function of the metal is proportional to the frequency | work function of the metal is proportional to the wavelength | current in the tube is a linear function of the wavelength | potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency,3
mode_unspecified,college_physics_65,"Question: According to the BCS theory, the attraction between Cooper pairs in a superconductor is due to
A. the weak nuclear force
B. the strong nuclear force
C. vacuum polarization
D. interactions with the ionic lattice
Answer:",interactions with the ionic lattice,the weak nuclear force | the strong nuclear force | vacuum polarization | interactions with the ionic lattice,3
mode_unspecified,college_physics_8,"Question: De Broglie hypothesized that the linear momentum and wavelength of a free massive particle are related by which of the following constants?
A. Planck’s constant
B. Boltzmann’s constant
C. The Rydberg constant
D. The speed of light
Answer:",Planck’s constant,Planck’s constant | Boltzmann’s constant | The Rydberg constant | The speed of light,0
mode_unspecified,college_physics_21,"Question: An atom has filled n = 1 and n = 2 levels. How many electrons does the atom have?
A. 2
B. 4
C. 6
D. 10
Answer:",10,2 | 4 | 6 | 10,3
mode_unspecified,college_physics_55,"Question: Two students perform an experiment in which they drop a ball from rest from a known height above the ground and measure the speed of the ball just before it strikes the ground. From repeated measurement, the students estimate the uncertainty in the measured speed of the ball to be 10 percent. Which of the following gives the uncertainty in the kinetic energy of the ball? (Assume the uncertainty in the ball’s mass is negligibly small.)
A. 5%
B. 10%
C. 15%
D. 20%
Answer:",20%,5% | 10% | 15% | 20%,3
mode_unspecified,college_physics_44,"Question: Blue light of wavelength 480 nanometers is most strongly reflected off a thin film of oil on a glass slide when viewed near normal incidence. Assuming that the index of refraction of the oil is 1.2 and that of the glass is 1.6, what is the minimum thickness of the oil film (other than zero) ?
A. 150 nm
B. 200 nm
C. 300 nm
D. 400 nm
Answer:",200 nm,150 nm | 200 nm | 300 nm | 400 nm,1
mode_unspecified,college_physics_96,"Question: In a nonrelativistic, one-dimensional collision, a particle of mass 2m collides with a particle of mass m at rest. If the particles stick together after the collision, what fraction of the initial kinetic energy is lost in the collision?
A. 0
B. 1/4
C. 1/3
D. 1/2
Answer:",1/3,0 | 1/4 | 1/3 | 1/2,2
mode_unspecified,college_physics_89,"Question: The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are
A. decreased by a factor of 9
B. decreased by a factor of 49
C. decreased by a factor of 81
D. increased by a factor of 9
Answer:",decreased by a factor of 9,decreased by a factor of 9 | decreased by a factor of 49 | decreased by a factor of 81 | increased by a factor of 9,0
mode_unspecified,college_physics_63,"Question: A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is
A. 1
B. 2
C. 3
D. 5
Answer:",5,1 | 2 | 3 | 5,3
mode_unspecified,college_physics_42,"Question: Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)
A. 0.1 eV
B. 1 eV
C. 10 eV
D. 100 eV
Answer:",10 eV,0.1 eV | 1 eV | 10 eV | 100 eV,2
mode_unspecified,college_physics_1,"Question: White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is
A. 500 nm
B. 550 nm
C. 600 nm
D. 650 nm
Answer:",600 nm,500 nm | 550 nm | 600 nm | 650 nm,2
mode_unspecified,college_physics_47,"Question: A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying?
A. 150 m
B. 288 m
C. 360 m
D. 450 m
Answer:",450 m,150 m | 288 m | 360 m | 450 m,3
mode_unspecified,college_physics_52,"Question: The eigenvalues of a Hermitian operator are always
A. real
B. imaginary
C. degenerate
D. linear
Answer:",real,real | imaginary | degenerate | linear,0
mode_unspecified,college_physics_49,"Question: The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately
A. 0.1 GeV/c^2
B. 0.2 GeV/c^2
C. 0.5 GeV/c^2
D. 1.0 GeV/c^2
Answer:",1.0 GeV/c^2,0.1 GeV/c^2 | 0.2 GeV/c^2 | 0.5 GeV/c^2 | 1.0 GeV/c^2,3
mode_unspecified,college_physics_61,"Question: Electromagnetic radiation emitted from a nucleus is most likely to be in the form of
A. gamma rays
B. microwaves
C. ultraviolet radiation
D. visible light
Answer:",gamma rays,gamma rays | microwaves | ultraviolet radiation | visible light,0
mode_unspecified,college_physics_74,"Question: The suspension cable of a 1,000 kg elevator snaps, sending the elevator moving downward through its shaft. The emergency brakes of the elevator stop the elevator shortly before it reaches the bottom of the shaft. If the elevator fell a distance of 100 m starting from rest, the heat that the brakes must dissipate to bring the elevator safely to rest is
A. 10,000 J
B. 100,000 J
C. 1,000,000 J
D. 10,000,000 J
Answer:","1,000,000 J","10,000 J | 100,000 J | 1,000,000 J | 10,000,000 J",2
mode_unspecified,college_physics_26,"Question: An astronomer observes a very small moon orbiting a planet and measures the moon’s minimum and maximum distances from the planet’s center and the moon’s maximum orbital speed. Which of the following CANNOT be calculated from these measurements?
A. Mass of the moon
B. Mass of the planet
C. Minimum speed of the moon
D. Period of the orbit
Answer:",Mass of the moon,Mass of the moon | Mass of the planet | Minimum speed of the moon | Period of the orbit,0
mode_unspecified,college_physics_76,"Question: A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?
A. 1 N
B. 2 N
C. 3 N
D. 4 N
Answer:",3 N,1 N | 2 N | 3 N | 4 N,2
mode_unspecified,college_physics_98,"Question: A nonrelativistic particle with a charge twice that of an electron moves through a uniform magnetic field. The field has a strength of π/4 tesla and is perpendicular to the velocity of the particle. What is the particle’s mass if it has a cyclotron frequency of 1,600 hertz?
A. 2.5 * 10^-23 kg
B. 1.2 * 10^-22 kg
C. 3.3 * 10^-22 kg
D. 5.0 * 10^-21 kg
Answer:",2.5 * 10^-23 kg,2.5 * 10^-23 kg | 1.2 * 10^-22 kg | 3.3 * 10^-22 kg | 5.0 * 10^-21 kg,0
mode_unspecified,college_physics_48,"Question: A tube of water is traveling at 1/2 c relative to the lab frame when a beam of light traveling in the same direction as the tube enters it. What is the speed of light in the water relative to the lab frame? (The index of refraction of water is 4/3.)
A. 1/2 c
B. 2/3 c
C. 5/6 c
D. 10/11 c
Answer:",10/11 c,1/2 c | 2/3 c | 5/6 c | 10/11 c,3
mode_unspecified,college_physics_100,"Question: Positronium is an atom formed by an electron and a positron (antielectron). It is similar to the hydrogen atom, with the positron replacing the proton. If a positronium atom makes a transition from the state with n=3 to a state with n=1, the energy of the photon emitted in this transition is closest to
A. 6.0 e
B. 6.8 eV
C. 12.2 eV
D. 13.6 eV
Answer:",6.0 e,6.0 e | 6.8 eV | 12.2 eV | 13.6 eV,0
mode_unspecified,college_physics_87,"Question: Unpolarized light is incident on a pair of ideal linear polarizers whose transmission axes make an angle of 45q with each other. The transmitted light intensity through both polarizers is what percentage of the incident intensity?
A. 100%
B. 75%
C. 50%
D. 25%
Answer:",25%,100% | 75% | 50% | 25%,3
mode_unspecified,college_physics_12,"Question: The sign of the charge carriers in a doped semiconductor can be deduced by measuring which of the following properties?
A. Specific heat
B. Thermal conductivity
C. Electrical resistivity
D. Hall coefficient
Answer:",Hall coefficient,Specific heat | Thermal conductivity | Electrical resistivity | Hall coefficient,3
mode_unspecified,college_physics_59,"Question: Which of the following is true about any system that undergoes a reversible thermodynamic process?
A. There are no changes in the internal energy of the system.
B. The temperature of the system remains constant during the process.
C. The entropy of the system and its environment remains unchanged.
D. The entropy of the system and its environment must increase.
Answer:",The entropy of the system and its environment remains unchanged.,There are no changes in the internal energy of the system. | The temperature of the system remains constant during the process. | The entropy of the system and its environment remains unchanged. | The entropy of the system and its environment must increase.,2
mode_unspecified,college_physics_36,"Question: By definition, the electric displacement current through a surface S is proportional to the
A. magnetic flux through S
B. rate of change of the magnetic flux through S
C. time integral of the magnetic flux through S
D. rate of change of the electric flux through S
Answer:",rate of change of the electric flux through S,magnetic flux through S | rate of change of the magnetic flux through S | time integral of the magnetic flux through S | rate of change of the electric flux through S,3
mode_unspecified,college_physics_23,"Question: Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlight is normal to a completely reflecting surface with an area of 3 m^2. What is the total radiation force exerted on the surface?
A. 2 x 10^-6 N
B. 1 x 10^-5 N
C. 2 x 10^-5 N
D. 3 N
Answer:",2 x 10^-5 N,2 x 10^-6 N | 1 x 10^-5 N | 2 x 10^-5 N | 3 N,2
mode_unspecified,college_physics_40,"Question: A resistor in a circuit dissipates energy at a rate of 1 W. If the voltage across the resistor is doubled, what will be the new rate of energy dissipation?
A. 0.25 W
B. 0.5 W
C. 1 W
D. 4 W
Answer:",4 W,0.25 W | 0.5 W | 1 W | 4 W,3
mode_unspecified,college_physics_39,"Question: The energy from electromagnetic waves in equilibrium in a cavity is used to melt ice. If the Kelvin temperature of the cavity is increased by a factor of two, the mass of ice that can be melted in a fixed amount of time is increased by a factor of
A. 2
B. 4
C. 8
D. 16
Answer:",16,2 | 4 | 8 | 16,3
mode_unspecified,college_physics_18,"Question: A meter stick with a speed of 0.8c moves past an observer. In the observer’s reference frame, how long does it take the stick to pass the observer ?
A. 1.6 ns
B. 2.5 ns
C. 4.2 ns
D. 6.9 ns
Answer:",2.5 ns,1.6 ns | 2.5 ns | 4.2 ns | 6.9 ns,1
mode_unspecified,college_physics_5,"Question: Which of the following gives the total spin quantum number of the electrons in the ground state of neutral nitrogen (Z = 7)?
A. 1/2
B. 1
C. 3/2
D. 5/2
Answer:",3/2,1/2 | 1 | 3/2 | 5/2,2
mode_unspecified,college_physics_62,"Question: An organ pipe, closed at one end and open at the other, is designed to have a fundamental frequency of C (131 Hz). What is the frequency of the next higher harmonic for this pipe?
A. 44 Hz
B. 196 Hz
C. 262 Hz
D. 393 Hz
Answer:",393 Hz,44 Hz | 196 Hz | 262 Hz | 393 Hz,3
mode_unspecified,college_physics_68,"Question: At the present time, the temperature of the universe (i.e., the microwave radiation background) is about 3 K. When the temperature was 12 K, typical objects in the universe, such as galaxies, were
A. one-quarter as distant as they are today
B. one-half as distant as they are today
C. separated by about the same distances as they are today
D. two times as distant as they are today
Answer:",one-quarter as distant as they are today,one-quarter as distant as they are today | one-half as distant as they are today | separated by about the same distances as they are today | two times as distant as they are today,0
mode_unspecified,college_physics_79,"Question: An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O?
A. 0.13c
B. 0.15c
C. 0.36c
D. 0.53c
Answer:",0.36c,0.13c | 0.15c | 0.36c | 0.53c,2
mode_unspecified,conceptual_physics_9,"Question: A wave transfers
A. amplitude
B. wavelength
C. frequency
D. energy
Answer:",energy,amplitude | wavelength | frequency | energy,3
mode_unspecified,conceptual_physics_144,"Question: The blueness of the daytime sky is due mostly to light
A. absorption
B. transmission
C. reflection
D. scattering
Answer:",scattering,absorption | transmission | reflection | scattering,3
mode_unspecified,conceptual_physics_146,"Question: Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?
A. 19°C
B. 22°C
C. 30°C
D. Higher than 30°C
Answer:",22°C,19°C | 22°C | 30°C | Higher than 30°C,1
mode_unspecified,conceptual_physics_195,"Question: The complementary color of blue is
A. magenta
B. yellow
C. cyan
D. white
Answer:",yellow,magenta | yellow | cyan | white,1
mode_unspecified,conceptual_physics_204,"Question: When you scale up an object to 3 times its linear size, the surface area increases by
A. 3 and the volume by 9.
B. 3 and the volume by 27.
C. 9 and the volume by 27.
D. 4 and the volume by 8.
Answer:",9 and the volume by 27.,3 and the volume by 9. | 3 and the volume by 27. | 9 and the volume by 27. | 4 and the volume by 8.,2
mode_unspecified,conceptual_physics_52,"Question: The greenish-blue color of ocean water is due mostly to light that hasn’t been
A. absorbed
B. reflected
C. scattered
D. refracted
Answer:",absorbed,absorbed | reflected | scattered | refracted,0
mode_unspecified,conceptual_physics_185,"Question: An electron can be speeded up by
A. an electric field
B. a magnetic field
C. Both of these
D. Neither of these
Answer:",an electric field,an electric field | a magnetic field | Both of these | Neither of these,0
mode_unspecified,conceptual_physics_81,"Question: For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be
A. one-quarter the value for a tube open at both ends
B. one-half the value for a tube open at both ends
C. twice the value for a tube open at both ends
D. four times the value for a tube open at both ends
Answer:",one-half the value for a tube open at both ends,one-quarter the value for a tube open at both ends | one-half the value for a tube open at both ends | twice the value for a tube open at both ends | four times the value for a tube open at both ends,1
mode_unspecified,conceptual_physics_197,"Question: To receive an electric shock there must be a
A. current in one direction.
B. presence of moisture.
C. high voltage and low body resistance.
D. voltage difference across part or all of your body.
Answer:",voltage difference across part or all of your body.,current in one direction. | presence of moisture. | high voltage and low body resistance. | voltage difference across part or all of your body.,3
mode_unspecified,conceptual_physics_113,"Question: The time it takes for a pendulum swinging to and fro refers to its
A. frequency
B. period
C. wavelength
D. amplitude
Answer:",period,frequency | period | wavelength | amplitude,1
mode_unspecified,conceptual_physics_172,"Question: To say that a rose petal is red is to say that it
A. absorbs red
B. reflects red
C. emits red
D. transmits red
Answer:",reflects red,absorbs red | reflects red | emits red | transmits red,1
mode_unspecified,conceptual_physics_171,"Question: The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is
A. 52
B. 26
C. 24
D. None.
Answer:",26,52 | 26 | 24 | None.,1
mode_unspecified,conceptual_physics_110,"Question: A principal source of the Earth’s internal energy is
A. tidal friction.
B. gravitational pressure.
C. radioactivity.
D. solar radiation.
Answer:",radioactivity.,tidal friction. | gravitational pressure. | radioactivity. | solar radiation.,2
mode_unspecified,conceptual_physics_159,"Question: The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per
A. day
B. month
C. year
D. None of these for the moon does not rotate about an axis
Answer:",month,day | month | year | None of these for the moon does not rotate about an axis,1
mode_unspecified,conceptual_physics_223,"Question: When small pieces of material are assembled into a larger piece, the combined surface area
A. greatly increases
B. slightly increases
C. decreases
D. is unchanged
Answer:",decreases,greatly increases | slightly increases | decreases | is unchanged,2
mode_unspecified,conceptual_physics_29,"Question: Put a saucer of water on your table. A process that then occurs is
A. evaporation
B. condensation
C. Both
D. Neither
Answer:",Both,evaporation | condensation | Both | Neither,2
mode_unspecified,conceptual_physics_186,"Question: A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by
A. zero
B. minus 1
C. minus 2
D. plus 1
Answer:",zero,zero | minus 1 | minus 2 | plus 1,0
mode_unspecified,conceptual_physics_111,"Question: A diffraction grating relies on light
A. interference
B. amplitudes
C. variations in brightness
D. being composed of photons
Answer:",interference,interference | amplitudes | variations in brightness | being composed of photons,0
mode_unspecified,conceptual_physics_192,"Question: Carbon-14 is primarily produced by cosmic radiation in the
A. atmosphere
B. food we eat
C. Earth’s interior
D. fallout of nuclear bomb tests
Answer:",atmosphere,atmosphere | food we eat | Earth’s interior | fallout of nuclear bomb tests,0
