model,sample_id,input,expected,prediction,score_accuracy,score_multi_pattern_accuracy
ollama_gpt-oss:20b_think_unspecified,college_chemistry_48,"Question: Which of the following experimental observations were explained by Planck’s quantum theory?
A. Blackbody radiation curves
B. Emission spectra of diatomic molecules
C. Electron diffraction patterns
D. Temperature dependence of reaction rates
Answer:",Blackbody radiation curves,"Planck’s quantum hypothesis was introduced specifically to solve the problem of black‑body radiation. It was this idea that first led to a correct description of the black‑body spectrum and, later, opened the door to the quantisation of atomic and molecular energy levels. The other items listed (electron‑diffraction, reaction‑rate temperature dependence, etc.) were not directly explained by Planck’s original theory.

**Correct answer: A – Blackbody radiation curves.**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_92,"Question: Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J >> a?
A. 3 lines
B. 9 lines
C. 5 lines
D. 7 lines
Answer:",7 lines,"**Answer: B – 9 lines**

For a nitronyl‑nitroxide radical each unpaired electron is hyperfine‑coupled to two equivalent \(^ {14}\text{N}\) nuclei (I = ½), giving a triplet of lines (3 lines).
In a rigid diradical two such radical units are present. Since the exchange coupling \(J\) between the two electron spins is much larger than the hyperfine coupling \(a\) (\(J \gg a\)), the two electron spins behave as a single \(S = 1\) system. The hyperfine interaction of this combined spin with the two independent sets of two equivalent \(^{14}\text{N}\) nuclei produces a product spectrum: the triplet from the first set is split by the second set, yielding \(3 \times 3 = 9\) distinct resonance lines in the EPR spectrum.",0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_76,"Question: Chlorofluorocarbons (CFCs) such as F3CCCl3 are implicated in the decomposition of stratospheric ozone. Which of the following methods would be best suited to measurement of trace amounts (sub-ppb) of CFCs in an air sample?
A. Gas chromatographic separation of the air sample on a capillary column followed by electron capture detection
B. Gas chromatographic separation of the air sample on a packed column followed by thermal conductivity detection
C. Gas chromatographic separation of the air sample on a capillary column followed by flame ionization detection
D. Conversion of the sample of the chlorinated compounds to chloride ions, followed by titration with Ag+
Answer:",Gas chromatographic separation of the air sample on a capillary column followed by electron capture detection,"**Answer: A. Gas chromatographic separation of the air sample on a capillary column followed by electron capture detection**

**Why?**

| Method | Key feature for CFC detection | Typical detection limit |
|--------|-------------------------------|------------------------|
| **A – Capillary GC + ECD** | Electron‑capture detectors are extremely sensitive to electronegative (halogenated) molecules. They respond to the electronegativity of chlorine atoms in CFCs, giving a very large signal even at very low concentrations. Capillary columns provide good separation of individual CFC species. | Sub‑ppb (even ppt) in air samples |
| **B – Packed GC + TCD** | Thermal‑conductivity detectors are not selective for halogenated compounds and have poor sensitivity for trace gases. | µg g⁻¹ range – not suitable for sub‑ppb |
| **C – Capillary GC + FID** | Flame‑ionization detectors rely on ionization of hydrocarbon fragments; halogenated compounds give weak or no signal. | µg g⁻¹ to ng g⁻¹ – not sensitive enough |
| **D – Chemical conversion to chloride + Ag⁺ titration** | Requires chemical conversion, large sample volumes, and the titration is not as sensitive as ECD for sub‑ppb levels. | Typically µg g⁻¹ or higher |

Therefore, the combination of a capillary GC column with an electron‑capture detector provides the highest sensitivity and selectivity for trace amounts of CFCs such as F₃CCl₃ in air samples.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_37,"Question: The T2 of an NMR line is 15 ms. Ignoring other sources of linebroadening, calculate its linewidth.
A. 0.0471 Hz
B. 21.2 Hz
C. 42.4 Hz
D. 66.7 Hz
Answer:",21.2 Hz,"The Lorentzian linewidth (full width at half maximum) is related to the transverse relaxation time \(T_2\) by

\[
\Delta \nu_{\text{FWHM}}=\frac{1}{\pi T_2}
\]

Given \(T_2 = 15\ \text{ms} = 0.015\ \text{s}\):

\[
\Delta \nu_{\text{FWHM}}=\frac{1}{\pi \times 0.015}\approx \frac{1}{0.0471}\approx 21.2\ \text{Hz}
\]

So the linewidth is **21.2 Hz**.

**Answer: B. 21.2 Hz**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_30,"Question: A student performs five titrations and obtains a mean result of 0.110 M, with a standard deviation of 0.001 M. If the actual concentration of the titrated solution is 0.100 M, which of the following is true about the titration results?
A. Accurate but not precise
B. Precise but not accurate
C. Both accurate and precise
D. Neither accurate nor precise
Answer:",Precise but not accurate,B. Precise but not accurate,1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_21,"Question: Which of the following statements most accurately explains why the 1H spectrum of 12CHCl3 is a singlet?
A. Both 35Cl and 37Cl have I = 0.
B. The hydrogen atom undergoes rapid intermolecular exchange.
C. The molecule is not rigid.
D. Both 35Cl and 37Cl have electric quadrupole moments.
Answer:",Both 35Cl and 37Cl have electric quadrupole moments.,"**Answer: D – Both 35Cl and 37Cl have electric quadrupole moments.**

**Why?**

- The proton in 12CHCl3 is coupled only to the carbon nucleus.
- 12C has nuclear spin I = 0, so there is no C‑H coupling to show a multiplet.
- The two chlorine atoms (35Cl and 37Cl) have I = 3/2 and possess electric quadrupole moments.
- Quadrupolar nuclei undergo very fast relaxation, which broadens and effectively “washes out” any scalar coupling they could transmit to the proton.
- As a result, the 1H NMR signal appears as a singlet.

Thus the correct explanation is that the chlorine isotopes’ electric quadrupole moments eliminate observable H‑Cl coupling.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_32,"Question: On the basis of oxidation-reduction potential, which of the following is most likely to occur?
A. Al(s) + 3 NaNO3(aq) 3 Na(s) + Al(NO3)3(aq)
B. Zn(s) + 2 Ag(NO3)(aq) → 2 Ag(s) + Zn(NO3)2(aq)
C. Pb(s) + Ca(NO3)2(aq) → Ca(s) + Pb(NO3)2(aq)
D. Pb(s) + 2 LiNO3(aq) → 2 Li(s) + Pb(NO3)2(aq)
Answer:",Zn(s) + 2 Ag(NO3)(aq) → 2 Ag(s) + Zn(NO3)2(aq),"**Answer: B.**
Only the reaction

\[
\text{Zn(s)} + 2\,\text{Ag}^+(\text{aq}) \rightarrow 2\,\text{Ag(s)} + \text{Zn}^{2+}(\text{aq})
\]

has a positive net cell potential.
The reduction potential of Ag⁺ (+0.80 V) is higher than that of Zn²⁺ (–0.76 V), so the spontaneous redox reaction proceeds with Zn oxidizing and Ag⁺ reducing. All the other options involve metals whose reduction potentials are lower, making the reactions non‑spontaneous.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_96,"Question: Of the following ions, which has the smallest radius?
A. K+
B. Ca2+
C. Sc3+
D. Rb+
Answer:",Sc3+,"The ions K⁺, Ca²⁺ and Sc³⁺ are all **isoelectronic** (each has 18 electrons).
For isoelectronic species the size decreases as the nuclear charge increases.

- K⁺ : +1 charge → smallest effective nuclear charge
- Ca²⁺ : +2 charge
- Sc³⁺ : +3 charge → **largest effective nuclear charge**

Thus Sc³⁺ will be the smallest. Rb⁺ has 36 electrons (isoelectronic with Kr) and is much larger.

**Answer: C. Sc³⁺**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_80,"Question: Which of the following metal ions cannot be used as a paramagnetic quencher?
A. Ti3+
B. Cr3+
C. Fe3+
D. Zn2+
Answer:",Cr3+,"**Answer: D. Zn²⁺** – zinc(II) has a d¹⁰ configuration and no unpaired electrons, so it is diamagnetic and cannot serve as a paramagnetic quencher.",0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_49,"Question: A radioactive isotope, which is used in diagnostic imaging, has a half-life of 6.0 hours. If a quantity of this isotope has an activity of 150 mCi when it is delivered to a hospital, how much activity will remain 24 hours after delivery? (mCi = microcuries)
A. 150 mCi
B. 38 mCi
C. 19 mCi
D. 9.4 mCi
Answer:",9.4 mCi,"The activity decays with a factor of \(\left(\tfrac{1}{2}\right)^{t/T_{1/2}}\).

\[
A(24\,\text{h}) = 150\ \text{mCi} \times \left(\frac{1}{2}\right)^{24/6}
                = 150\ \text{mCi} \times \left(\frac{1}{2}\right)^4
                = 150\ \text{mCi} \times \frac{1}{16}
                = 9.375\ \text{mCi}
\]

Rounded to the nearest option, this is **9.4 mCi**.

**Answer: D. 9.4 mCi**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_83,"Question: The molecular geometry of thionyl chloride, SOCl2, is best described as
A. trigonal planar
B. T-shaped
C. tetrahedral
D. trigonal pyramidal
Answer:",trigonal pyramidal,"**Answer: D.**
Thionyl chloride has one double‑bonded O, two single‑bonded Cl atoms, and one lone pair on the central S.
That gives 4 electron domains (3 bonds + 1 lone pair) – a tetrahedral electron geometry with a trigonal‑pyramidal molecular shape.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_26,"Question: Which of the following must be true about a binary liquid mixture that obeys Raoult’s law?
I. The partial pressure of each component at equilibrium is proportional to its mole fraction in the liquid mixture.
II. The volume of the mixture is equal to the sum of the volumes of each component before mixing.
III. Intermolecular interactions in the mixture are identical to intermolecular interactions in the pure components.
A. I only
B. III only
C. I and III only
D. I, II, and III
Answer:","I, II, and III","**Answer: D. I, II, and III**

Explanation
Raoult’s law is a property of an *ideal* liquid solution.
For an ideal solution we have

1. **Partial pressure proportional to mole fraction** –
   \(p_i = x_i p_i^{*}\). This is the definition of Raoult’s law.

2. **Additive volumes** – In an ideal solution the partial molar volume of each component equals its pure‑component molar volume, so the total liquid volume is simply the sum of the component volumes.

3. **Identical intermolecular interactions** – Ideal solutions are characterized by the fact that the interaction energy between unlike molecules is the same as that between like molecules; the solution behaves as if the components did not differ in their interactions.

Because a binary mixture that obeys Raoult’s law is, by definition, an ideal solution, all three statements must hold.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_87,"Question: Which of the following is a primary standard for use in standardizing bases?
A. Ammonium hydroxide
B. Sulfuric acid
C. Acetic acid
D. Potassium hydrogen phthalate
Answer:",Potassium hydrogen phthalate,"**Answer: D. Potassium hydrogen phthalate**

Potassium hydrogen phthalate (KHP) is a stable, non-hygroscopic solid of known purity and is routinely used as a primary standard to accurately determine the concentration of a base (e.g., NaOH) in titrations.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_33,"Question: Which of the following statements is not a reason why tetramethylsilane is used as a 1H chemical shift reference.
A. Its 1H spectrum is a singlet.
B. Its protons are quite strongly shielded.
C. It dissolves in most organic solvents.
D. Most organic compounds do not contain silicon atoms.
Answer:",Most organic compounds do not contain silicon atoms.,"**Answer: D. Most organic compounds do not contain silicon atoms.**

**Why the other options are valid reasons**

| Reason | Why it matters for a ¹H reference |
|--------|-----------------------------------|
| **A. Its ¹H spectrum is a singlet.** | A single, sharp line makes it easy to locate the 0 ppm point without confusion. |
| **B. Its protons are quite strongly shielded.** | The highly shielded TMS protons appear near 0 ppm, giving a convenient “zero” reference for all other chemical shifts. |
| **C. It dissolves in most organic solvents.** | The standard must be miscible with the sample’s solvent; TMS meets this requirement. |

**Why D is not a reason**

- The fact that “most organic compounds do not contain silicon atoms” is merely an observation about the composition of organic molecules.
- It does not influence why TMS is chosen as a standard.
- The usefulness of TMS comes from its unique chemical properties (singlet, shielded, inert, soluble), not from the rarity of silicon in the analyte.

Thus, the statement that is *not* a reason for using tetramethylsilane as a ¹H chemical‑shift reference is **D**.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_8,"Question: The 1H spectrum of a mixture of dimethylsulphoxide (DMSO) and acetonitrile (AN) contains lines with relative intensities α and 3α, respectively. What is the ratio of the two concentrations, [DMSO]:[AN]?
A. 1:1
B. 1:3
C. 1:6
D. 2:3
Answer:",1:6,"The 1H signal intensity is proportional to the number of equivalent protons times the concentration of that species.

- **DMSO**: has two equivalent methyl groups → 6 H → intensity ∝ 6 [DMSO]
- **Acetonitrile (AN)**: one methyl group → 3 H → intensity ∝ 3 [AN]

In the mixture the observed relative intensities are α (for DMSO) and 3α (for AN).
Set up the relations:

\[
6\, [\text{DMSO}] = \alpha,\qquad 3\, [\text{AN}] = 3\alpha
\]

Solve for the concentrations:

\[
[\text{DMSO}] = \frac{\alpha}{6},\qquad [\text{AN}] = \alpha
\]

Thus

\[
\frac{[\text{DMSO}]}{[\text{AN}]} = \frac{\alpha/6}{\alpha} = \frac{1}{6}
\]

So the ratio of concentrations is **[DMSO] : [AN] = 1 : 6**.

**Answer: C. 1 : 6**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_47,"Question: What is the strength (B1) of a 13C 90° pulse of duration 1 μs?
A. 3.72 mT
B. 5.18 mT
C. 17.0 mT
D. 23.3 mT
Answer:",5.18 mT,"The flip angle \( \theta \) of a pulse is related to the B1 field and the pulse duration \( t \) by

\[
\theta = \gamma\, B_1 \, t
\]

For a 90° pulse, \( \theta = \frac{\pi}{2} \) rad.

**Gyromagnetic ratio for \(^{13}\)C**

\[
\frac{\gamma}{2\pi} = 10.705\;\text{MHz/T} \;\;\Longrightarrow\;\;
\gamma = 2\pi \times 10.705 \times 10^{6}\;\text{rad·s}^{-1}\text{T}^{-1}
       \approx 6.73 \times 10^{7}\;\text{rad·s}^{-1}\text{T}^{-1}
\]

**Pulse duration**

\[
t = 1\;\mu\text{s} = 1\times 10^{-6}\text{ s}
\]

**Solve for \( B_1 \)**

\[
B_1 = \frac{\theta}{\gamma t}
     = \frac{\pi/2}{(6.73\times10^{7})(1\times10^{-6})}
     = \frac{1.5708}{67.3}
     \approx 0.0233\;\text{T}
\]

\[
0.0233\;\text{T} = 23.3\;\text{mT}
\]

Hence the B1 field needed for a 13C 90° pulse of 1 µs duration is **23.3 mT**.

**Answer: D. 23.3 mT**",0.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_59,"Question: Of the following ionic substances, which has the greatest lattice enthalpy?
A. MgO
B. MgS
C. NaF
D. NaCl
Answer:",MgO,"**Answer: A. MgO**

**Reasoning**

Lattice enthalpy (U) is roughly proportional to the product of the charges of the ions and inversely proportional to the distance between the ions:

\[
U \;\propto\; \frac{z^{+}z^{-}}{r_{0}}
\]

where \(r_{0}\) is the sum of the ionic radii.
So the larger the charges and the smaller the ion‑size sum, the larger the lattice enthalpy.

| Substance | Charges \((z^{+}z^{-})\) | Ion sizes (Å) | \(r_{0}\) (Å) | Relative factor \(\frac{z^{+}z^{-}}{r_{0}}\) |
|-----------|--------------------------|---------------|--------------|-------------------------------------------|
| MgO       | \(2\times2 = 4\)         | Mg²⁺ ≈ 0.72, O²⁻ ≈ 1.40 | ≈ 2.12 | 4 / 2.12 ≈ **1.89** |
| MgS       | 4                        | Mg²⁺ ≈ 0.72, S²⁻ ≈ 1.84 | ≈ 2.56 | 4 / 2.56 ≈ 1.56 |
| NaF       | \(1\times1 = 1\)         | Na⁺ ≈ 1.02, F⁻ ≈ 1.33 | ≈ 2.35 | 1 / 2.35 ≈ 0.43 |
| NaCl      | 1                        | Na⁺ ≈ 1.02, Cl⁻ ≈ 1.81 | ≈ 2.83 | 1 / 2.83 ≈ 0.35 |

The largest value of \(\frac{z^{+}z^{-}}{r_{0}}\) (and hence the greatest lattice enthalpy) is for **MgO**. The divalent charges strongly favor MgO, and the oxide ion is smaller than the sulfide ion, further increasing the lattice energy.

Therefore, among the options, **MgO** has the greatest lattice enthalpy.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_63,"Question: Which of the following is (are) characteristic of mass spectrometry?
I. Analyte molecules are converted to gaseous ions.
II. The ions are separated according to their mass-to-charge ratio.
III. In addition to compound identification, mass spectra can be utilized to determine precise isotopic masses and isotopic ratios.
A. II only
B. I and II only
C. I and III only
D. I, II, and III
Answer:","I, II, and III","**Answer: D. I, II, and III**

**Explanation**

All three statements correctly describe key features of mass spectrometry:

1. **Ionization to gaseous ions** – The sample is first converted into charged particles (ions) in the gas phase (e.g., via electron impact, electrospray, MALDI, etc.).
2. **Separation by mass‑to‑charge ratio (m/z)** – The ions are then sorted in a mass analyzer (quadrupole, time‑of‑flight, ion trap, FT‑ICR, etc.) according to their m/z values.
3. **Isotopic information** – Mass spectra provide highly accurate mass measurements that can be used to deduce exact isotopic masses and to calculate isotopic ratios for elemental or molecular composition analysis.

Hence, all three characteristics are fundamental to mass spectrometry.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_74,"Question: All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?
A. X-ray
B. Ultraviolet
C. Visible
D. Infrared
Answer:",Ultraviolet,The wavelength of about **190 nm** lies in the **ultraviolet (UV) region** of the electromagnetic spectrum.,0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_44,"Question: Calculate the Q-factor for an X-band EPR cavity with a resonator bandwidth of 1.58 MHz.
A. Q = 1012
B. Q = 2012
C. Q = 3012
D. Q = 6012
Answer:",Q = 6012,"The Q‑factor of a resonator is defined as the ratio of its resonant frequency to its bandwidth (full‑width at half‑maximum):

\[
Q = \frac{f_0}{\Delta f}
\]

For an X‑band electron‑paramagnetic‑resonance (EPR) cavity the resonant frequency is typically

\[
f_0 \approx 9.5\ \text{GHz} \; (= 9500\ \text{MHz})
\]

Given the measured bandwidth

\[
\Delta f = 1.58\ \text{MHz}
\]

\[
Q = \frac{9500\ \text{MHz}}{1.58\ \text{MHz}}
   \approx 6012
\]

Thus the Q‑factor of the cavity is **≈ 6012**.

**Answer: D. Q = 6012**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_98,"Question: Predict the number of lines in the EPR spectrum of a solution of dimethylnitroxide (CH3)2NO• assuming the lines do not overlap.
A. 21
B. 3
C. 7
D. 24
Answer:",3,"The unpaired electron in dimethylnitroxide interacts with one nitrogen nucleus (^14N, I = 1) giving a triplet (3 lines).
It also couples to the six equivalent protons of the two CH₃ groups, producing 6 + 1 = 7 lines.

The total number of lines is the product of the two multiplets:
\(3 \times 7 = 21\).

**Answer: A. 21**",0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_52,"Question: A silyl radical bearing an Si-H· fragment has a g value of 2.0033 and a pair of lines separated by 15.5 MHz. Express the splitting in units of mT, Gauss and cm-1.
A. 15.5 MHz = 11.104 mT = 27.201 Gauss = 0.862 x 10^-4 cm-1
B. 15.5 MHz = 7.352 mT = 10.104 Gauss = 18.39 x 10^-4 cm-1
C. 15.5 MHz = 1.55 mT = 0.562 Gauss = 31.0 x 10^-4 cm-1
D. 15.5 MHz = 0.553 mT = 5.530 Gauss = 5.17 x 10^-4 cm-1
Answer:",15.5 MHz = 7.352 mT = 10.104 Gauss = 18.39 x 10^-4 cm-1,"**Answer: D**

* 15.5 MHz = 0.553 mT (1 mT ≈ 28 MHz for g ≈ 2)
* 0.553 mT = 5.53 G (1 mT = 10 G)
* 15.5 MHz = 5.17 × 10⁻⁴ cm⁻¹ (ν̄ = ν/c, c ≈ 2.998 × 10¹⁰ cm s⁻¹)",0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_85,"Question: A PO3- radical produces a pair of lines separated by 280 MHz with giso = 2.005. Calculate the expected resonant field positions of both lines in the X-band EPR spectrum (ν = 9.5 GHz).
A. Bres for mI = -½ = 325.0 mT; Bres for mI = +½ = 335.0 mT
B. Bres for mI = -½ = 123.5 mT; Bres for mI = +½ = 124.5 mT.
C. Bres for mI = -½ = 333.5 mT; Bres for mI = +½ = 343.5 mT.
D. Bres for mI = -½ = 0.218 mT; Bres for mI = +½ = 0.418 mT.
Answer:",Bres for mI = -½ = 0.218 mT; Bres for mI = +½ = 0.418 mT.,"For an electron spin \(S=\tfrac12\) coupled to a nucleus with \(I=\tfrac12\) (e.g. \(^{31}\)P), the spin Hamiltonian is

\[
\hat H = g\mu_B B S_z + A\,S_z I_z
\]

The transition \(m_S=-\tfrac12\!\rightarrow\!\tfrac12\) for a given \(m_I\) occurs when

\[
h\nu = g\mu_B B + A m_I .
\]

Thus the resonance field for each hyperfine component is

\[
B_{m_I}=B_0-\frac{A\,m_I}{g\mu_B},
\qquad
B_0=\frac{h\nu}{g\mu_B}.
\]

---

### 1. Central field \(B_0\)

\[
B_0=\frac{6.62607\times10^{-34}\,\text{J\,s}\; \times 9.5\times10^{9}\,\text{Hz}}
{2.005 \times 9.27401\times10^{-24}\,\text{J/T}}
=3.39\times10^{-1}\,\text{T}=338.7~\text{mT}.
\]

### 2. Hyperfine shift

For \(A=280~\text{MHz}=2.80\times10^{8}\,\text{Hz}\)

\[
\Delta B = \frac{hA}{2g\mu_B}
          =\frac{6.62607\times10^{-34}\times2.80\times10^{8}}
                 {2\times2.005\times9.27401\times10^{-24}}
          =5.0\times10^{-3}\,\text{T}=5.0~\text{mT}.
\]

Thus

\[
\boxed{\begin{aligned}
B_{m_I=-\tfrac12} &= B_0 + \Delta B \approx 338.7 + 5.0
                   = 343.7~\text{mT},\\[4pt]
B_{m_I=+\tfrac12} &= B_0 - \Delta B \approx 338.7 - 5.0
                   = 333.7~\text{mT}.
\end{aligned}}
\]

Rounded to the nearest 0.5 mT, the two resonant fields are **≈ 333.5 mT** and **≈ 343.5 mT**.

**Answer: C.**",0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_12,"Question: Estimate the β-hyperfine value for the cyclobutyl radical (C4H7•) assuming the radical is flat and the HCH angle is 115°.
A. 4.6 mT
B. 27 G
C. 5.4 mT
D. 3.8 mT
Answer:",4.6 mT,C. 5.4 mT,0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_36,"Question: Calculate the magnetic field responsible for the polarization of 2.5 x 10^-6 for 13C at 298 K.
A. 0.5 T
B. 1.2 T
C. 2.9 T
D. 100 T
Answer:",2.9 T,"The polarization of a nuclear spin in a magnetic field \(B\) at temperature \(T\) is given by the Boltzmann distribution:

\[
P \simeq \frac{\gamma \hbar B}{2k_B T}\quad (\text{for } \gamma \hbar B \ll k_B T)
\]

For \(^ {13}\text{C}\)

\[
\gamma/2\pi = 10.71 \text{ MHz T}^{-1}\;\;\Rightarrow\;\; \gamma = 2\pi(10.71\times10^{6})\;\text{rad s}^{-1}\text{T}^{-1}\approx 6.73\times10^{7}\,\text{rad s}^{-1}\text{T}^{-1}
\]

Using \(k_B = 1.38\times10^{-23}\,\text{J K}^{-1}\), \(\hbar = 1.05\times10^{-34}\,\text{J s}\), \(T = 298\,\text{K}\) and the desired polarization \(P = 2.5\times10^{-6}\):

\[
B = \frac{2 k_B T P}{\gamma \hbar}
  = \frac{2(1.38\times10^{-23})(298)(2.5\times10^{-6})}
         {(6.73\times10^{7})(1.05\times10^{-34})}
  \approx \frac{2.06\times10^{-26}}{7.10\times10^{-27}}
  \approx 2.9 \,\text{T}
\]

So the magnetic field required to give a polarization of \(2.5\times10^{-6}\) for \(^ {13}\text{C}\) at 298 K is about **2.9 T**.

**Answer: C. 2.9 T**",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_23,"Question: The 13C spectrum of which isomer of C6H14 has lines with five distinct chemical shifts?
A. hexane
B. 2-methylpentane
C. 3-methylpentane
D. 2,3-dimethylbutane
Answer:",2-methylpentane,,0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_39,"Question: Of the following compounds, which has the lowest melting point?
A. HCl
B. AgCl
C. CaCl2
D. CCl4
Answer:",HCl,"The compound with the lowest melting point is **HCl**.

- **HCl**: gas at room temperature – melting point ≈ –114 °C
- **CCl₄**: liquid – melting point ≈ –24 °C
- **AgCl**: solid – melting point ≈ 455 °C
- **CaCl₂**: solid – melting point ≈ 1060 °C

So the correct choice is **A. HCl**.",1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_40,"Question: Which of the following statements about nuclear binding energies is NOT true?
A. Binding energy per nucleon reaches a maximum for 56Fe.
B. Nuclear binding energies have about the same magnitude as chemical bond energies.
C. Nuclei have slightly less mass than the sum of their component nucleons.
D. The nuclei of heavy elements have more neutrons than protons in order to provide sufficient binding energy to hold the nuclei together.
Answer:",Nuclear binding energies have about the same magnitude as chemical bond energies.,B. Nuclear binding energies have about the same magnitude as chemical bond energies.,1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_18,"Question: Which one of the following statements is true:
A. Protons and neutrons have orbital and spin angular momentum.
B. Protons have orbital and spin angular momentum, neutrons have spin angular momentum.
C. Protons and neutrons possess orbital angular momentum only.
D. Protons and neutrons possess spin angular momentum only.
Answer:",Protons and neutrons possess orbital angular momentum only.,**Answer: D** – Protons and neutrons possess spin angular momentum only.,0.0,0.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_66,"Question: The dissociation energy for a hydrogen-bromine bond is defined as the change in enthalpy, DH, for which of the following reactions?
A. 2 HBr(g) → H2(g) + Br2(l)
B. HBr(g) → H+(g) + Br−(g)
C. H(g) + Br(g) → HBr(g)
D. HBr(g) → H(g) + Br(g)
Answer:",HBr(g) → H(g) + Br(g),D.  HBr(g) → H(g) + Br(g),1.0,1.0
ollama_gpt-oss:20b_think_unspecified,college_chemistry_61,"Question: Calculate the equilibrium polarization of 13C nuclei in a 20.0 T magnetic field at 300 K.
A. 10.8 x 10^-5
B. 4.11 x 10^-5
C. 3.43 x 10^-5
D. 1.71 x 10^-5
Answer:",1.71 x 10^-5,"For a spin‑½ nucleus the equilibrium (Boltzmann) polarization in a static magnetic field \(B\) is

\[
P=\tanh\!\left(\frac{\Delta E}{2k_{\!B}T}\right)
   \approx \frac{\Delta E}{2k_{\!B}T}\qquad(\Delta E \ll k_{\!B}T)
\]

where

\[
\Delta E = \gamma\hbar B
\]

is the Zeeman energy splitting, \(\gamma\) is the gyromagnetic ratio of \(^{13}\mathrm{C}\), \(\hbar\) is the reduced Planck constant, \(k_{\!B}\) is Boltzmann’s constant, and \(T\) is the temperature.

---

### 1.  Constants

| Symbol | Value | Units |
|--------|-------|-------|
| \(\gamma_{^{13}\mathrm{C}}\) | \(6.728\times10^{7}\ \text{rad s}^{-1}\text{T}^{-1}\) | |
| \(\hbar\) | \(1.0545718\times10^{-34}\ \text{J·s}\) | |
| \(k_{\!B}\) | \(1.380649\times10^{-23}\ \text{J K}^{-1}\) | |
| \(B\) | \(20.0\ \text{T}\) | |
| \(T\) | \(300\ \text{K}\) | |

---

### 2.  Zeeman energy splitting

\[
\Delta E = \gamma \hbar B
          = (6.728\times10^{7})\,(1.0545718\times10^{-34})\,(20.0)
          = 1.42\times10^{-25}\ \text{J}
\]

---

### 3.  Polarization

\[
P \approx \frac{\Delta E}{2k_{\!B}T}
      = \frac{1.42\times10^{-25}}
             {2(1.380649\times10^{-23})(300)}
      = 1.71\times10^{-5}
\]

---

\[
\boxed{P = 1.71 \times 10^{-5}}
\]

Hence the equilibrium polarization of \(^{13}\mathrm{C}\) nuclei at 20.0 T and 300 K is **\(1.71 \times 10^{-5}\)** (option D).",0.0,1.0
